scenario_id,drop_id,target_id,mpc_id,PathDelay,PathAOD,PathZOD,PathAOA,PathZOA,PathRSS
uma_trp1_h38901_isac_1_target,107,107,1,1.37693340811602e-06,-147.133887090245,112.7377157782,-147.133887090245,112.7377157782,-101.089197224696
uma_trp1_h38901_isac_1_target,108,108,1,1.47730571880832e-06,-175.736359572156,105.52875179962,-175.736359572156,105.52875179962,-99.3197715083434
uma_trp1_h38901_isac_1_target,109,109,1,1.74239509250282e-06,-140.917432376408,96.8145404550676,-140.917432376408,96.8145404550676,-101.82102242744
uma_trp1_h38901_isac_1_target,110,110,1,4.76570030272746e-07,168.542780769627,101.076253767228,168.542780769627,101.076253767228,-74.7790352304563
uma_trp1_h38901_isac_1_target,110,110,2,5.58599954776943e-07,172.543475127903,155.308807481739,168.542780769627,101.076253767228,-157.770890565154
uma_trp1_h38901_isac_1_target,111,111,1,1.98524232808825e-06,-165.743535929972,105.607869698109,-165.743535929972,105.607869698109,-104.206262156711
uma_trp1_h38901_isac_1_target,112,112,1,1.69290364818403e-06,-177.375957906795,90.1744199431119,-177.375957906795,90.1744199431119,-102.742177998314
uma_trp1_h38901_isac_1_target,113,113,1,1.40398077007286e-06,-148.875029928836,94.3978314076765,-148.875029928836,94.3978314076765,-97.5835696147093
uma_trp1_h38901_isac_1_target,114,114,1,2.28819851286214e-06,-140.218370831308,117.376968021789,-140.218370831308,117.376968021789,-110.662506415868
uma_trp1_h38901_isac_1_target,115,115,1,2.06803547177516e-06,-136.862481119931,115.079827178079,-136.862481119931,115.079827178079,-106.260760934807
uma_trp1_h38901_isac_1_target,116,116,1,2.23441410534428e-06,-143.460856775371,114.458786169736,-143.460856775371,114.458786169736,-109.744604361032
uma_trp1_h38901_isac_1_target,116,116,2,2.3933749537711e-06,-69.4578857495488,153.370185255649,-143.460856775371,114.458786169736,-151.075028174996
uma_trp1_h38901_isac_1_target,117,117,1,1.98606520854007e-06,-156.411081943913,94.5515987826755,-156.411081943913,94.5515987826755,-97.5651836702644
uma_trp1_h38901_isac_1_target,118,118,1,1.17866389406697e-06,-177.918398030306,98.7725757696996,-177.918398030306,98.7725757696996,-96.3744934227334
