bistatic_range_m,log_R,az_off_boresight,rx_elevation_deg,radial_velocity,abs_bistatic_doppler_hz,speed,abs_frac_u,abs_frac_v,n_mpc,rss_max,rss_total_db,k_factor_db,dom_excess_delay,rms_delay_spread,aoa_spread_w,zoa_spread_w,first_rss_minus_dom,n_targets,nn_norm_range_sep,nn_norm_ang_sep,detected
475.682624894535,5.471603696868643,-9.160625247928401,13.4558481092934,4.03683380392191,107.755742333999,13.778280867527394,0.04535746448021527,0.4462716921371799,2,-94.6631488935389,-94.65302037311832,26.317317788226177,0.0,4.23139413087589e-9,-0.0,0.0,0.0,1,,,1
337.893843777315,5.129584593927493,16.2098362474295,28.0750279752452,7.79968817549208,208.198115192984,13.778280867527394,0.11813579999445878,0.06007573588617454,2,-95.2807032591218,-95.26876770665979,25.603448709659318,0.0,4.4046777652638855e-9,-0.0,1.4210854715202004e-14,0.0,1,,,1
279.957206670944,4.941489577611046,-34.62202643285786,43.7213780706877,9.00388975845726,240.342028416789,13.778280867527394,0.13966812528305894,0.11686767466786918,2,-96.0775168781982,-96.07520294615728,32.73318009781033,0.0,1.6479688116744776e-9,-0.0,2.842170943040401e-14,0.0,1,,,1
468.14490274715,5.455630688689527,-52.665169845419996,47.1340953321096,13.9398025924175,372.097007034577,13.778280867527394,0.30873080697506694,0.4543311865655184,1,-123.548307019188,-123.548307019188,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
592.237161162316,5.69075998417275,-29.986845339210273,34.0741900093339,25.249214147995,673.980635820088,13.778280867527394,0.24773421139378016,0.07149049858251644,1,-110.637768462533,-110.63776846253302,60.0,0.0,0.0,-0.0,1.4210854715202004e-14,0.0,1,,,1
261.674766001404,4.873955200946931,18.945339792061397,35.3515713943116,-3.54826278322219,94.7142510129468,13.778280867527394,0.4737003994677522,0.4850563839055191,1,-90.5303743413095,-90.5303743413095,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
285.425747574635,4.960834736162137,-10.9501839006607,8.58462373711175,1.44872330162184,38.6709640241219,13.778280867527394,0.010472714480313172,0.22336035015250122,1,-77.5916812336804,-77.5916812336804,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
582.04084646147,5.673393447632274,-16.8367897698283,23.8942763068565,-0.255572999255719,6.82204410510316,13.778280867527394,0.4743078376084675,0.038391895510386576,1,-106.355698731594,-106.355698731594,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
504.010710623172,5.5294503385220715,18.3232450190634,21.3617790465072,5.53658042809167,147.788678701931,13.778280867527394,0.36894595556208465,0.3438203806134652,1,-108.308834406996,-108.308834406996,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
213.583880229941,4.670882456590014,-54.9373844523684,25.8905004797157,-3.26100529709676,87.0464486802445,13.778280867527394,0.43617438147534315,0.02711559781089079,2,-98.3054640495409,-98.30542106823886,50.045025946472194,0.0,1.8471523669474763e-10,-0.0,1.4210854715202004e-14,0.0,1,,,1
351.611394290543,5.169379391695675,-15.3949711114879,16.9824507165366,-4.96290460592407,132.475473581453,13.778280867527394,0.12465333561544689,0.34652101672713087,1,-90.1241591735541,-90.1241591735541,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
